job_id,client_id,company_id,company_name,title,job_category,budget_min,budget_max,currency,urgency_level,experience_level,job_description,skills,required_hours_estimate,job_status,assigned_freelancer_id,posted_at,deadline,client_reputation_score,client_payment_verified,created_at,updated_at
job_9409a295,user_009,company_007,Remote DAO,"SEO Specialist for UI/UX Designer urgently needed for AI Chatbot redesign to improve usability, accessibility, and user satisfaction. Strong Figma skills required.",Mobile,74412,111619,INR,High,Junior,Backend Engineer needed to implement secure payment integrations and optimize accessibility. Medium-priority project.,"[""Flutter"", ""Git"", ""English""]",333,Completed,,2025-10-09T06:39:51.805140+00:00,2025-12-05T06:39:51.805140+00:00,3.6,False,2025-10-09T06:39:51.805140+00:00,2025-10-10T06:39:51.805140+00:00
job_3db3956e,user_019,company_005,NeonByte Labs,"Content Writer for UI/UX Designer required to create engaging dashboards, prototypes, and marketing materials for a SaaS platform. Medium-priority with collaborative communication skills.",AI/ML,50408,75613,INR,Medium,Senior,"Full Stack Developer to maintain, scale, and optimize database, APIs, and maintain authentication systems for a high-traffic E-commerce App redesign focusing on responsive design and accessibility improvements.","[""React"", ""Git"", ""English""]",253,InProgress,,2025-11-25T06:39:51.805140+00:00,,3.6,True,2025-11-25T06:39:51.805140+00:00,2025-11-27T06:39:51.805140+00:00
job_b206a0be,user_022,company_027,BoldBridge Software,"Full Stack Dev for UI/UX Designer required to improve the dashboard design of a Fintech App. The role includes prototyping, testing, and delivering user-friendly interfaces. Medium-priority project with attention to usability and accessibility.",AI/ML,21912,32869,INR,Medium,Senior,"UI/UX Designer required to create visually appealing prototypes for a Crypto Exchange. Candidate must be proficient in React/Next.js and mobile responsiveness. Must have experience in scalable backend systems, cloud deployment, and automated testing. This is a long-term contract to develop APIs and database solutions for an AI Chatbot platform. Candidate must have strong Python/Django experience and knowledge of Figma and visual storytelling skills are essential.","[""Solidity"", ""Git"", ""English""]",171,Assigned,,2025-11-18T06:39:51.805140+00:00,2025-12-31T06:39:51.805140+00:00,4.4,False,2025-11-18T06:39:51.805140+00:00,2025-11-18T06:39:51.805140+00:00
job_f062e3bb,user_007,company_020,AeroLogic Systems,Backend Engineer for Urgent hire: Frontend Developer for a high-traffic E-commerce App to implement new features and optimize performance. The candidate must be skilled in React/Next.js and mobile optimization. Close coordination with backend and QA teams is required.,DevOps,60876,91315,INR,Low,Senior,UI/UX Designer required to enhance UI/UX of our Portfolio Website. Medium-priority project with flexible deadlines.,"[""Python"", ""Git"", ""English""]",99,Assigned,,2025-11-18T06:39:51.806655+00:00,2025-12-05T06:39:51.806655+00:00,4.6,True,2025-11-18T06:39:51.806655+00:00,2025-11-23T06:39:51.806655+00:00
job_0f9d93d2,user_006,company_018,StellarPeak Studios,"Frontend Developer for Full Stack Developer required to maintain and scale our SaaS platform backend and frontend. Responsibilities include database optimization, API improvements, and new UI components. Medium-priority project with flexible deadlines but strong communication is expected.",Mobile,78040,117061,INR,High,Junior,We are urgently looking for an AI Chatbot. Strong Node.js and React skills required.,"[""Figma"", ""Git"", ""English""]",359,Open,user_011,2025-09-27T06:39:51.806655+00:00,2025-10-26T06:39:51.806655+00:00,3.3,True,2025-09-27T06:39:51.806655+00:00,2025-09-29T06:39:51.806655+00:00
job_4195dfca,user_004,company_018,StellarPeak Studios,"Smart Contract Dev for Full Stack Developer to implement automated invoicing, notifications, and reporting dashboards for a SaaS platform. Medium-priority project with phased deadlines.",Mobile,102780,154171,INR,High,Junior,Looking for Backend Engineer required for AI Chatbot dashboard to improve workflow and usability. Strong collaboration skills required.,"[""Golang"", ""Git"", ""English""]",324,Open,user_034,2025-10-28T06:39:51.806655+00:00,2025-11-10T06:39:51.806655+00:00,4.0,True,2025-10-28T06:39:51.806655+00:00,2025-10-28T06:39:51.806655+00:00
job_5468ea74,user_013,company_015,NextWave Creations,"SEO Specialist for Backend Engineer needed to implement robust authentication, database optimizations, and API security for an E-commerce platform. Medium-priority with focus on performance and reliability.",Mobile,78417,117626,INR,High,Junior,"Backend Engineer urgently required to maintain and optimize database, APIs, and ensure secure authentication and payment systems in a Crypto Exchange platform. Project includes wireframes, prototypes, and responsive layouts. Deadline is critical.","[""Solidity"", ""Git"", ""English""]",330,Assigned,,2025-11-17T06:39:51.807669+00:00,2025-12-17T06:39:51.807669+00:00,4.2,True,2025-11-17T06:39:51.807669+00:00,2025-11-17T06:39:51.807669+00:00
job_5ae6254b,user_014,company_028,InfinitePixels Studio,"Smart Contract Dev for Backend Engineer required for API optimization, secure authentication, and database performance improvements on a Fintech platform. Medium-priority.",AI/ML,35561,53342,INR,Medium,Junior,Full Stack Developer to work independently and meet tight deadlines. Collaboration with product managers is needed.,"[""Golang"", ""Git"", ""English""]",180,Assigned,,2025-10-07T06:39:51.807669+00:00,2025-10-19T06:39:51.807669+00:00,3.2,True,2025-10-07T06:39:51.807669+00:00,2025-10-09T06:39:51.807669+00:00
job_109a4c4c,user_044,company_033,UrbanMonk Technologies,UI/UX Designer for Frontend Developer required to enhance UI/UX of a Portfolio Website. Medium-priority project with responsive design and accessibility improvements.,Blockchain,46432,69649,INR,High,Mid,Urgent hire: Frontend Developer to enhance UI/UX of a Crypto Exchange. Candidate must have experience with React/Next.js and improve accessibility for an AI Chatbot. Strong Node.js and React expertise.,"[""Node.js"", ""Git"", ""English""]",279,Open,,2025-10-20T06:39:51.808318+00:00,2025-11-14T06:39:51.808318+00:00,4.8,True,2025-10-20T06:39:51.808318+00:00,2025-10-22T06:39:51.808318+00:00
job_014ea0be,user_035,company_029,MetaCore Dynamics,"Full Stack Dev for UI/UX Designer required to create marketing landing pages and redesign dashboard components for a SaaS product. Medium-priority, with strong design portfolio and attention to UX principles.",Web Development,104824,157237,INR,High,Junior,"Content Writer needed to integrate reporting dashboards, and backend API enhancements for an experienced Frontend Developer required to create detailed technical documentation for our Crypto Exchange platform. Deadline is critical.","[""Python"", ""Git"", ""English""]",304,Open,,2025-10-30T06:39:51.808318+00:00,2025-11-20T06:39:51.808318+00:00,4.5,True,2025-10-30T06:39:51.808318+00:00,2025-11-02T06:39:51.808318+00:00
job_81fd2f2e,user_016,company_040,SolaraTech Digital,Backend Engineer for UI/UX Designer urgently required for AI Chatbot interface redesign to improve workflow and usability. Collaboration with frontend developers is essential.,Mobile,51012,76518,INR,Medium,Junior,UI/UX Designer is required to redesign onboarding and dashboard enhancements for a SaaS platform backend and QA teams is required.,"[""Figma"", ""Git"", ""English""]",129,Completed,,2025-11-25T06:39:51.808318+00:00,2025-12-02T06:39:51.808318+00:00,4.8,False,2025-11-25T06:39:51.808318+00:00,2025-11-26T06:39:51.808318+00:00
job_67178b0b,user_002,company_011,BrightPath Software,Full Stack Dev for Frontend Developer required to enhance UI/UX of a Portfolio Website. Medium-priority project with responsive design and accessibility improvements.,AI/ML,80684,121027,INR,High,Junior,"Full Stack Developer required to implement secure payment integrations and optimize APIs, authentication, and database performance and improve SEO performance. Medium-priority project.","[""React"", ""Git"", ""English""]",370,InProgress,,2025-11-23T06:39:51.808318+00:00,2025-12-26T06:39:51.808318+00:00,3.3,True,2025-11-23T06:39:51.808318+00:00,2025-11-24T06:39:51.808318+00:00
job_0a3a4374,user_046,company_023,DigitalCraft Media,"Frontend Developer for UI/UX Designer urgently needed for AI Chatbot redesign to improve usability, accessibility, and user satisfaction. Strong Figma skills required.",Web Development,31833,47750,INR,High,Junior,Full Stack Developer needed for the redesign of a Fintech Dashboard. Medium-priority.,"[""Golang"", ""Git"", ""English""]",27,Open,,2025-10-19T06:39:51.808318+00:00,2025-12-09T06:39:51.808318+00:00,3.8,False,2025-10-19T06:39:51.808318+00:00,2025-10-22T06:39:51.808318+00:00
job_e987951c,user_021,company_023,DigitalCraft Media,"DevOps Engineer for Backend Engineer needed to implement robust authentication, database optimizations, and API security for an E-commerce platform. Medium-priority with focus on performance and reliability.",Mobile,41452,62179,INR,High,Junior,Frontend Developer for a Full Stack Developer needed for a Fintech platform. Strong Node.js and React skills required.,"[""Flutter"", ""Git"", ""English""]",26,Open,,2025-11-21T06:39:51.808318+00:00,2026-01-03T06:39:51.808318+00:00,3.6,True,2025-11-21T06:39:51.808318+00:00,2025-11-23T06:39:51.808318+00:00
job_d98eacde,user_033,company_035,DevCraft Hub,Frontend Developer for Frontend Developer urgently required to fix UI bugs and optimize dashboard responsiveness for an E-commerce platform. Coordination with backend required.,Design,46100,69151,INR,High,Mid,"Backend Engineer urgently required to redesign the Portfolio Website using React/Next.js and implement new smart contract features for an experienced Frontend Developer required to optimize database performance improvements on a complex Fintech Dashboard project. The role involves integrating Node.js backend with React frontend, implementing secure authentication, and database performance and reliability.","[""Python"", ""Git"", ""English""]",46,Completed,,2025-10-09T06:39:51.808318+00:00,2025-11-02T06:39:51.808318+00:00,3.6,False,2025-10-09T06:39:51.808318+00:00,2025-10-13T06:39:51.808318+00:00
job_08926c09,user_023,company_010,NovaStack Innovations,"SEO Specialist for Backend Engineer required for API optimization, secure authentication, and database performance improvements on a Fintech platform. Medium-priority.",DevOps,91095,136642,INR,High,Senior,Full Stack Developer urgently required for redesign of an AI Chatbot interface redesign to improve workflow and usability. Collaboration with product managers is needed.,"[""DevOps"", ""Git"", ""English""]",48,Open,,2025-11-15T06:39:51.808318+00:00,2026-01-01T06:39:51.808318+00:00,3.6,True,2025-11-15T06:39:51.808318+00:00,2025-11-20T06:39:51.808318+00:00
job_ef1d436e,user_029,company_023,DigitalCraft Media,DevOps Engineer for Frontend Developer required to rebuild Portfolio Website using React/Next.js and improve SEO performance. Medium-priority project.,Design,117551,176326,INR,High,Senior,"UI/UX Designer required to redesign onboarding and dashboard experience for a Fintech platform. Medium-priority, requiring Node.js and React expertise.","[""Figma"", ""Git"", ""English""]",370,Assigned,,2025-10-22T06:39:51.808318+00:00,2025-12-12T06:39:51.808318+00:00,3.1,False,2025-10-22T06:39:51.808318+00:00,2025-10-26T06:39:51.808318+00:00
job_022941a8,user_047,company_003,DesignStudio X,"Frontend Developer for Backend Engineer urgently required to patch APIs, optimize database performance, and maintain authentication systems for a Crypto Exchange platform. Deadline is critical.",DevOps,88307,132460,INR,High,Mid,"UI/UX Designer to create engaging dashboards, prototypes, and landing pages and redesign dashboard components for a Fintech Dashboard. Medium-priority project with detailed logging and monitoring requirements. Expertise in Python/Django and AWS is required.","[""Figma"", ""Git"", ""English""]",242,Open,,2025-10-19T06:39:51.808318+00:00,2025-11-05T06:39:51.808318+00:00,3.3,True,2025-10-19T06:39:51.808318+00:00,2025-10-24T06:39:51.808318+00:00
job_18d0c8cb,user_024,company_020,AeroLogic Systems,"UI/UX Designer for Backend Engineer required for database scaling, API optimization, and secure authentication implementation for a SaaS platform. Medium-priority.",Design,31895,47842,INR,Low,Senior,"Urgent: Full Stack Developer required to conduct user research, create wireframes, and deliver visually appealing prototypes for a SaaS product. Medium-priority, collaborative project.","[""React"", ""Git"", ""English""]",166,Open,,2025-10-14T06:39:51.808318+00:00,,3.4,False,2025-10-14T06:39:51.808318+00:00,2025-10-16T06:39:51.808318+00:00
job_d1939b05,user_012,company_021,CodeSmith Agency,"Smart Contract Dev for Backend Engineer needed for database migration, API optimization, and scaling infrastructure for a SaaS platform. Medium-priority with flexible deadlines.",Design,10279,15418,INR,High,Senior,Full Stack Developer to enhance the UI/UX of our AI Chatbot dashboard to improve workflow and usability. Collaboration with product managers is needed.,"[""DevOps"", ""Git"", ""English""]",354,InProgress,,2025-10-18T06:39:51.811672+00:00,2025-11-04T06:39:51.811672+00:00,4.9,False,2025-10-18T06:39:51.811672+00:00,2025-10-20T06:39:51.811672+00:00
job_c98ea564,user_028,company_011,BrightPath Software,SEO Specialist for Backend Engineer urgently required to implement security patches and optimize API endpoints for a Crypto Exchange. Candidate must have strong Python/Django experience and knowledge of secure transactions.,Web Development,77683,116524,INR,High,Junior,"UI/UX Designer urgently required for a SaaS platform, focusing on responsive design and SEO optimization. Medium-priority project with focus on performance and reliability.","[""Node.js"", ""Git"", ""English""]",391,Open,,2025-11-16T06:39:51.811672+00:00,2025-12-04T06:39:51.811672+00:00,4.6,False,2025-11-16T06:39:51.811672+00:00,2025-11-18T06:39:51.811672+00:00
job_84ae4c41,user_010,company_004,CloudNova Systems,"Full Stack Dev for Urgent hire: Frontend Developer for a mobile-first redesign of our Portfolio Website. The candidate must know React/Next.js, responsive design, and accessibility standards. Coordination with backend developers is required, and the project timeline is extremely tight.",Design,82084,123127,INR,High,Senior,Full Stack Developer to work on a Fintech App. Medium-priority.,"[""Flutter"", ""Git"", ""English""]",71,Open,,2025-11-17T06:39:51.811672+00:00,,4.8,True,2025-11-17T06:39:51.811672+00:00,2025-11-19T06:39:51.811672+00:00
job_ba190b6c,user_050,company_036,DeepLogic Systems,"Smart Contract Dev for Frontend Developer to implement mobile-first responsive design, accessibility improvements, and dashboard enhancements for a Fintech App. Medium-priority.",Mobile,102632,153948,INR,High,Mid,Backend Engineer needed to create detailed technical documentation for a Crypto Exchange. Candidate must have Python/Django experience.,"[""Solidity"", ""Git"", ""English""]",232,Assigned,user_019,2025-10-25T06:39:51.811672+00:00,2025-11-24T06:39:51.811672+00:00,3.0,True,2025-10-25T06:39:51.811672+00:00,2025-10-29T06:39:51.811672+00:00
job_f53d18e4,user_042,company_038,CloudSphere Labs,"UI/UX Designer for UI/UX Designer required to redesign onboarding and dashboard experience for a SaaS platform. Medium-priority with wireframing, prototyping, and user testing.",Blockchain,75469,113204,INR,High,Mid,"Frontend Developer to implement automated notifications, reporting dashboards, notifications, and analytics for a Fintech App. Medium-priority.","[""DevOps"", ""Git"", ""English""]",245,Assigned,user_004,2025-10-21T06:39:51.811672+00:00,2025-11-05T06:39:51.811672+00:00,3.7,False,2025-10-21T06:39:51.811672+00:00,2025-10-26T06:39:51.811672+00:00
job_a7693143,user_029,company_012,CipherGrid Analytics,"Content Writer for A UI/UX Designer is required to redesign the user onboarding flow for a Fintech Dashboard. The role includes prototyping, user testing, and delivering high-fidelity designs. Medium urgency but attention to accessibility and usability is critical.",Content/Marketing,10672,16008,INR,Low,Junior,Backend Engineer urgently required to fix UI bugs and optimize accessibility. Medium-priority project.,"[""Flutter"", ""Git"", ""English""]",150,Open,user_014,2025-10-31T06:39:51.811672+00:00,2025-11-29T06:39:51.811672+00:00,3.7,True,2025-10-31T06:39:51.811672+00:00,2025-11-04T06:39:51.811672+00:00
job_6c9ef63f,user_049,company_018,StellarPeak Studios,"Frontend Developer for Seeking a UI/UX Designer for a SaaS platform redesign. The designer should produce wireframes, prototypes, and responsive designs, incorporating user feedback. The project is medium-priority but has phased deadlines. Strong knowledge of Figma and visual storytelling skills are essential.",Blockchain,116000,174000,INR,High,Mid,Freelance Backend Engineer needed to create visually appealing prototypes for a SaaS platform. Medium-priority with collaborative communication skills.,"[""Python"", ""Git"", ""English""]",159,InProgress,user_026,2025-09-28T06:39:51.811672+00:00,2025-11-18T06:39:51.811672+00:00,4.9,True,2025-09-28T06:39:51.811672+00:00,2025-10-01T06:39:51.811672+00:00
job_32937e27,user_025,company_031,SkyForge Web Systems,"DevOps Engineer for Frontend Developer required to enhance Portfolio Website UI, implement responsive layouts, and optimize accessibility. Medium-priority project.",Mobile,84716,127075,INR,High,Mid,Full Stack Developer to build a Proof-of-Concept for a Crypto Exchange platform. High-priority project due to customer complaints.,"[""React"", ""Git"", ""English""]",76,Assigned,,2025-11-01T06:39:51.811672+00:00,2025-11-20T06:39:51.811672+00:00,4.1,True,2025-11-01T06:39:51.811672+00:00,2025-11-02T06:39:51.811672+00:00
job_3a1c3da3,user_024,company_019,MatrixEdge Pvt Ltd,"Backend Engineer for Full Stack Developer required to maintain and scale our SaaS platform backend and frontend. Responsibilities include database optimization, API improvements, and new UI components. Medium-priority project with flexible deadlines but strong communication is expected.",Content/Marketing,21824,32736,INR,Medium,Senior,"Backend Engineer urgently required to integrate third-party APIs and databases for a blockchain platform. Must understand blockchain concepts, smart contracts, backend APIs, and authentication systems for a Fintech App. Medium-priority project with flexible deadlines.","[""Figma"", ""Git"", ""English""]",137,Open,,2025-10-14T06:39:51.811672+00:00,2025-12-09T06:39:51.811672+00:00,3.1,True,2025-10-14T06:39:51.811672+00:00,2025-10-18T06:39:51.811672+00:00
job_e301fc7e,user_049,company_031,SkyForge Web Systems,"Backend Engineer for We are looking for a Full Stack Developer to implement payment gateway integration and automate invoice generation for our Fintech Dashboard. Knowledge of Python, Django, and React is required. This is a long-term project, with deadlines staggered over the next 3 months.",Design,77060,115591,INR,High,Junior,"UI/UX Designer urgently needed for the redesign of a Portfolio Website. Medium-priority project with responsive design and SEO optimization. Medium-priority project with tight deadlines, requiring full-stack expertise.","[""Flutter"", ""Git"", ""English""]",232,Assigned,,2025-11-11T06:39:51.811672+00:00,2025-11-18T06:39:51.811672+00:00,3.3,True,2025-11-11T06:39:51.811672+00:00,2025-11-11T06:39:51.811672+00:00
job_86b15dc8,user_047,company_034,PrimeShift Digital,"Content Writer for UI/UX Designer required to create engaging dashboards, prototypes, and marketing materials for a SaaS platform. Medium-priority with collaborative communication skills.",AI/ML,58553,87830,INR,High,Junior,"UI/UX Designer required to fix UI bugs, enhance responsiveness, and implement SEO optimization. Medium-priority project requiring strong backend and QA teams is required.","[""Node.js"", ""Git"", ""English""]",29,Open,,2025-11-12T06:39:51.811672+00:00,2025-11-22T06:39:51.811672+00:00,4.1,True,2025-11-12T06:39:51.811672+00:00,2025-11-12T06:39:51.811672+00:00
job_10701bd9,user_046,company_036,DeepLogic Systems,"Smart Contract Dev for Backend Engineer needed to implement new payment modules, optimize APIs, and ensure secure authentication for a Fintech App. Medium-priority project with tight code quality standards.",AI/ML,85816,128725,INR,High,Junior,Freelance Backend Engineer needed for the redesign of a Portfolio Website. Medium-priority project with flexible deadlines but strong research skills are essential.,"[""Flutter"", ""Git"", ""English""]",154,Cancelled,,2025-09-29T06:39:51.811672+00:00,2025-11-22T06:39:51.811672+00:00,3.7,False,2025-09-29T06:39:51.811672+00:00,2025-09-30T06:39:51.811672+00:00
job_f5f0bf2e,user_043,company_003,DesignStudio X,"Backend Engineer for Frontend Developer to implement mobile-first responsive design, accessibility improvements, and dashboard enhancements for a Fintech App. Medium-priority.",Mobile,76331,114496,INR,High,Mid,Looking for a SaaS platform. Medium-priority project with phased deadlines and strong documentation skills.,"[""Flutter"", ""Git"", ""English""]",171,Open,,2025-10-07T06:39:51.811672+00:00,2025-11-30T06:39:51.811672+00:00,4.1,True,2025-10-07T06:39:51.811672+00:00,2025-10-11T06:39:51.811672+00:00
job_bbdb8a3c,user_009,company_022,Hyperlane Technologies,"DevOps Engineer for Frontend Developer urgently required to fix UI bugs, enhance responsiveness, and implement accessibility improvements for an E-commerce platform. Strong coordination required.",AI/ML,49116,73674,INR,Medium,Senior,Backend Engineer urgently required to create detailed technical blogs and documentation for a Fintech Dashboard. Medium-priority.,"[""Figma"", ""Git"", ""English""]",175,Assigned,,2025-11-05T06:39:51.811672+00:00,2025-12-30T06:39:51.811672+00:00,3.1,True,2025-11-05T06:39:51.811672+00:00,2025-11-10T06:39:51.811672+00:00
job_b17f38f3,user_032,company_037,OmniLayer Interactive,"Backend Engineer for UI/UX Designer urgently needed for AI Chatbot redesign to improve usability, accessibility, and user satisfaction. Strong Figma skills required.",Content/Marketing,78905,118358,INR,High,Mid,"Frontend Developer needed for the redesign of a Fintech Dashboard. The role requires integration of third-party analytics, payment gateways, generating automated invoices, and enhancing dashboard features for an experienced Frontend Developer required to fix critical UI bugs on an E-commerce platform. Strong coordination required.","[""React"", ""Git"", ""English""]",378,Assigned,,2025-11-23T06:39:51.811672+00:00,2025-11-30T06:39:51.811672+00:00,3.5,False,2025-11-23T06:39:51.811672+00:00,2025-11-27T06:39:51.811672+00:00
job_d6530d42,user_044,company_009,BlueHelix Technologies,"Full Stack Dev for Full Stack Developer needed to integrate third-party analytics, payment gateways, and reporting dashboards for a Fintech Dashboard. Medium-priority.",Content/Marketing,49578,74367,INR,Low,Junior,We need a Full Stack Developer to add new features and optimize accessibility. Medium-priority project.,"[""DevOps"", ""Git"", ""English""]",66,Open,,2025-11-09T06:39:51.811672+00:00,2025-11-26T06:39:51.811672+00:00,3.6,False,2025-11-09T06:39:51.811672+00:00,2025-11-09T06:39:51.811672+00:00
job_4ebd22f5,user_030,company_038,CloudSphere Labs,"Content Writer for Full Stack Developer to implement automated dashboards, reporting, and notifications for a SaaS product. Medium-priority project with phased deadlines.",DevOps,62157,93236,INR,Medium,Junior,"We are urgently looking for an E-commerce App to implement robust authentication, database optimizations, and API security for an E-commerce platform. Coordination with backend is required.","[""Figma"", ""Git"", ""English""]",277,Open,,2025-11-14T06:39:51.814871+00:00,2026-01-09T06:39:51.814871+00:00,4.7,True,2025-11-14T06:39:51.814871+00:00,2025-11-19T06:39:51.814871+00:00
job_58e6afba,user_023,company_005,NeonByte Labs,SEO Specialist for UI/UX Designer urgently required for redesign of an AI Chatbot dashboard to improve workflow and usability. Strong collaboration skills required.,Content/Marketing,89040,133560,INR,High,Mid,"Frontend Developer urgently required to conduct user research, create wireframes, and deliver visually appealing landing pages, dashboard improvements, and prototypes for a Fintech Dashboard. Medium-priority.","[""React"", ""Git"", ""English""]",387,InProgress,,2025-11-26T06:39:51.814871+00:00,2025-12-12T06:39:51.814871+00:00,3.9,False,2025-11-26T06:39:51.814871+00:00,2025-11-30T06:39:51.814871+00:00
job_4fc2e31b,user_008,company_019,MatrixEdge Pvt Ltd,DevOps Engineer for Frontend Developer required to enhance UI/UX of a Portfolio Website. Medium-priority project with responsive design and accessibility improvements.,DevOps,5994,8991,INR,Medium,Junior,We are seeking a Full Stack Developer to fix critical bugs and improving performance in an E-commerce platform. Strong coordination required.,"[""Flutter"", ""Git"", ""English""]",222,Open,,2025-10-07T06:39:51.814871+00:00,2025-12-06T06:39:51.814871+00:00,4.6,True,2025-10-07T06:39:51.814871+00:00,2025-10-10T06:39:51.814871+00:00
job_3e7df80b,user_026,company_030,NorthStar Automation,"Frontend Developer for UI/UX Designer to improve user onboarding flow for a Crypto Exchange platform. Project includes wireframes, prototypes, user testing, and high-fidelity designs. Medium-priority.",Design,6664,9997,INR,Medium,Junior,"A UI/UX Designer for a Smart Contract Developer to build a Proof-of-Concept for a SaaS platform. Medium-priority with wireframing, prototyping, and user testing.","[""React"", ""Git"", ""English""]",352,Open,,2025-11-10T06:39:51.814871+00:00,2025-12-14T06:39:51.814871+00:00,3.5,False,2025-11-10T06:39:51.814871+00:00,2025-11-10T06:39:51.814871+00:00
job_670287bb,user_050,company_009,BlueHelix Technologies,DevOps Engineer for Frontend Developer urgently required to fix critical UI bugs on an E-commerce platform. Candidate must be available immediately and have React/Next.js expertise. Coordination with backend is required.,DevOps,79265,118898,INR,High,Senior,"UI/UX Designer required to fix UI bugs, optimize performance, and implement SEO optimization. Medium-priority project with flexible deadlines, but strong CSS and JavaScript skills are essential.","[""Golang"", ""Git"", ""English""]",172,Assigned,,2025-10-14T06:39:51.814871+00:00,2025-12-04T06:39:51.814871+00:00,3.6,True,2025-10-14T06:39:51.814871+00:00,2025-10-15T06:39:51.814871+00:00
job_c610f082,user_049,company_030,NorthStar Automation,Smart Contract Dev for Urgent hire: Frontend Developer for a high-traffic E-commerce App to implement new features and optimize performance. The candidate must be skilled in React/Next.js and mobile optimization. Close coordination with backend and QA teams is required.,Blockchain,102358,153537,INR,High,Mid,Frontend Developer required to maintain and optimize API endpoints for a Fintech Dashboard. Medium-priority project with phased deadlines and strong documentation skills.,"[""Golang"", ""Git"", ""English""]",159,Open,,2025-09-29T06:39:51.814871+00:00,2025-10-29T06:39:51.814871+00:00,3.7,False,2025-09-29T06:39:51.814871+00:00,2025-10-04T06:39:51.814871+00:00
job_b305b72a,user_017,company_032,FutureSpark Labs,"Frontend Developer for Full Stack Developer to implement automated notifications, reporting dashboards, and backend API enhancements for a SaaS platform. Medium-priority, with flexible deadlines. Knowledge of Node.js and React is essential.",Blockchain,73425,110138,INR,High,Senior,Full Stack Developer needed for AI Chatbot interface. Candidate must have strong Python/Django experience and knowledge of secure transactions.,"[""DevOps"", ""Git"", ""English""]",69,Open,,2025-10-11T06:39:51.816665+00:00,,4.0,True,2025-10-11T06:39:51.816665+00:00,2025-10-11T06:39:51.816665+00:00
job_7f0c7915,user_026,company_008,PixelForge Interactive,"Backend Engineer for Urgent requirement: A Solidity/Web3 Developer to fix critical bugs and implement new smart contract features for our Crypto Exchange platform. Candidate should have blockchain experience, audit knowledge, and familiarity with secure transaction practices. Deadline is strict, and the work involves collaborating with multiple distributed teams.",Web Development,86549,129824,INR,High,Mid,"Full Stack Developer needed for AI Chatbot platform. Candidate should be engaging, clear, and SEO-optimized. Medium-priority project with clear formatting standards.","[""Python"", ""Git"", ""English""]",267,InProgress,,2025-10-21T06:39:51.816665+00:00,,4.0,True,2025-10-21T06:39:51.816665+00:00,2025-10-23T06:39:51.816665+00:00
job_2751b91e,user_002,company_039,HexaCore Solutions,"Backend Engineer for UI/UX Designer to create engaging dashboards, prototypes, and landing pages for a SaaS product. Medium-priority, collaborative project.",AI/ML,103111,154666,INR,High,Junior,Frontend Developer to integrate third-party APIs and database solutions for an E-commerce platform. Candidate must have strong Python/Django experience and knowledge of secure transactions.,"[""Flutter"", ""Git"", ""English""]",390,Open,,2025-10-23T06:39:51.816665+00:00,2025-11-03T06:39:51.816665+00:00,3.1,False,2025-10-23T06:39:51.816665+00:00,2025-10-26T06:39:51.816665+00:00
job_ad862778,user_001,company_009,BlueHelix Technologies,"Smart Contract Dev for We are urgently looking for an experienced Frontend Developer to work on a complex Fintech Dashboard project. The candidate must be proficient in React/Next.js and familiar with building secure, high-performance applications. The project has a tight deadline of 2 weeks, and collaboration with remote teams will be required. Attention to detail and strong problem-solving skills are essential.",Blockchain,29401,44102,INR,Low,Mid,"We require a DevOps Engineer to implement robust authentication, database optimizations, and API security for an E-commerce platform. Candidate must have Python/Django experience.","[""Node.js"", ""Git"", ""English""]",278,Open,,2025-10-26T06:39:51.816665+00:00,2025-12-25T06:39:51.816665+00:00,4.0,True,2025-10-26T06:39:51.816665+00:00,2025-10-31T06:39:51.816665+00:00
job_3c9b2f6d,user_019,company_031,SkyForge Web Systems,"DevOps Engineer for Urgent hire: Frontend Developer for a mobile-first redesign of our Portfolio Website. The candidate must know React/Next.js, responsive design, and accessibility standards. Coordination with backend developers is required, and the project timeline is extremely tight.",AI/ML,47617,71426,INR,High,Mid,"Full Stack Developer needed for integrating payment gateways, and reporting dashboards for a Fintech platform. Medium-priority project with phased deadlines and attention to detail.","[""React"", ""Git"", ""English""]",307,Open,,2025-11-21T06:39:51.816665+00:00,2025-12-18T06:39:51.816665+00:00,3.3,False,2025-11-21T06:39:51.816665+00:00,2025-11-21T06:39:51.816665+00:00
job_de7c5695,user_028,company_022,Hyperlane Technologies,Content Writer for Frontend Developer urgently required to fix critical UI bugs on an E-commerce platform. Candidate must be available immediately and have React/Next.js expertise. Coordination with backend is required.,Mobile,26970,40455,INR,Medium,Junior,"Backend Engineer required for API optimization, secure authentication, and optimizing the application for high traffic. This project involves creating wireframes, user testing, and final visual designs. High-priority due to customer complaints, and requires strong SQL, API optimization, and secure APIs and database solutions for an E-commerce platform. Medium-priority project.","[""DevOps"", ""Git"", ""English""]",23,Assigned,,2025-11-19T06:39:51.817680+00:00,2026-01-15T06:39:51.817680+00:00,4.4,True,2025-11-19T06:39:51.817680+00:00,2025-11-22T06:39:51.817680+00:00
